For doors: 3, cars: 1, changing door: True, iterations: 10000, win probability: 0.6728
For doors: 340, cars: 40, changing door: True, iterations: 10000, win probability: 0.1144
For doors: 340, cars: 40, changing door: False, iterations: 10000, win probability: 0.1123
For doors: 340, cars: 50, changing door: True, iterations: 10000, win probability: 0.1505
For doors: 340, cars: 50, changing door: False, iterations: 10000, win probability: 0.1515
For doors: 340, cars: 60, changing door: True, iterations: 10000, win probability: 0.1804
For doors: 340, cars: 60, changing door: False, iterations: 10000, win probability: 0.1762
For doors: 340, cars: 70, changing door: True, iterations: 10000, win probability: 0.208
For doors: 340, cars: 70, changing door: False, iterations: 10000, win probability: 0.2152
For doors: 340, cars: 80, changing door: True, iterations: 10000, win probability: 0.2358
For doors: 340, cars: 80, changing door: False, iterations: 10000, win probability: 0.2386
For doors: 340, cars: 90, changing door: True, iterations: 10000, win probability: 0.2624
For doors: 340, cars: 90, changing door: False, iterations: 10000, win probability: 0.2598
For doors: 340, cars: 100, changing door: True, iterations: 10000, win probability: 0.3004
For doors: 340, cars: 100, changing door: False, iterations: 10000, win probability: 0.2918
For doors: 340, cars: 110, changing door: True, iterations: 10000, win probability: 0.3252
For doors: 340, cars: 110, changing door: False, iterations: 10000, win probability: 0.323
For doors: 340, cars: 120, changing door: True, iterations: 10000, win probability: 0.3526
For doors: 340, cars: 120, changing door: False, iterations: 10000, win probability: 0.361
For doors: 340, cars: 130, changing door: True, iterations: 10000, win probability: 0.3801
For doors: 340, cars: 130, changing door: False, iterations: 10000, win probability: 0.3799
For doors: 340, cars: 140, changing door: True, iterations: 10000, win probability: 0.419
For doors: 340, cars: 140, changing door: False, iterations: 10000, win probability: 0.4128
For doors: 340, cars: 150, changing door: True, iterations: 10000, win probability: 0.4464
For doors: 340, cars: 150, changing door: False, iterations: 10000, win probability: 0.4406
For doors: 340, cars: 160, changing door: True, iterations: 10000, win probability: 0.475
For doors: 340, cars: 160, changing door: False, iterations: 10000, win probability: 0.4748
For doors: 340, cars: 170, changing door: True, iterations: 10000, win probability: 0.4965
For doors: 340, cars: 170, changing door: False, iterations: 10000, win probability: 0.507
For doors: 340, cars: 180, changing door: True, iterations: 10000, win probability: 0.5312
For doors: 340, cars: 180, changing door: False, iterations: 10000, win probability: 0.5297
For doors: 340, cars: 190, changing door: True, iterations: 10000, win probability: 0.5554
For doors: 340, cars: 190, changing door: False, iterations: 10000, win probability: 0.5611
For doors: 340, cars: 200, changing door: True, iterations: 10000, win probability: 0.5895
For doors: 340, cars: 200, changing door: False, iterations: 10000, win probability: 0.5822
For doors: 340, cars: 210, changing door: True, iterations: 10000, win probability: 0.6147
For doors: 340, cars: 210, changing door: False, iterations: 10000, win probability: 0.6223
For doors: 340, cars: 220, changing door: True, iterations: 10000, win probability: 0.6481
For doors: 340, cars: 220, changing door: False, iterations: 10000, win probability: 0.6414
For doors: 340, cars: 230, changing door: True, iterations: 10000, win probability: 0.6812
For doors: 340, cars: 230, changing door: False, iterations: 10000, win probability: 0.6814
For doors: 340, cars: 240, changing door: True, iterations: 10000, win probability: 0.6998
For doors: 340, cars: 240, changing door: False, iterations: 10000, win probability: 0.7121
For doors: 340, cars: 250, changing door: True, iterations: 10000, win probability: 0.7407
For doors: 340, cars: 250, changing door: False, iterations: 10000, win probability: 0.737
For doors: 340, cars: 260, changing door: True, iterations: 10000, win probability: 0.7684
For doors: 340, cars: 260, changing door: False, iterations: 10000, win probability: 0.7692
For doors: 340, cars: 270, changing door: True, iterations: 10000, win probability: 0.7979
For doors: 340, cars: 270, changing door: False, iterations: 10000, win probability: 0.7921
For doors: 340, cars: 280, changing door: True, iterations: 10000, win probability: 0.828
For doors: 340, cars: 280, changing door: False, iterations: 10000, win probability: 0.819
For doors: 340, cars: 290, changing door: True, iterations: 10000, win probability: 0.8541
For doors: 340, cars: 290, changing door: False, iterations: 10000, win probability: 0.8516
For doors: 340, cars: 300, changing door: True, iterations: 10000, win probability: 0.881
For doors: 340, cars: 300, changing door: False, iterations: 10000, win probability: 0.881
For doors: 340, cars: 310, changing door: True, iterations: 10000, win probability: 0.9122
For doors: 340, cars: 310, changing door: False, iterations: 10000, win probability: 0.9156
For doors: 340, cars: 320, changing door: True, iterations: 10000, win probability: 0.9469
For doors: 340, cars: 320, changing door: False, iterations: 10000, win probability: 0.9414
For doors: 340, cars: 330, changing door: True, iterations: 10000, win probability: 0.9753
For doors: 340, cars: 330, changing door: False, iterations: 10000, win probability: 0.9709
For doors: 350, cars: 10, changing door: True, iterations: 10000, win probability: 0.0265
For doors: 350, cars: 10, changing door: False, iterations: 10000, win probability: 0.0276
For doors: 350, cars: 20, changing door: True, iterations: 10000, win probability: 0.0582
For doors: 350, cars: 20, changing door: False, iterations: 10000, win probability: 0.0593
For doors: 350, cars: 30, changing door: True, iterations: 10000, win probability: 0.0792
For doors: 350, cars: 30, changing door: False, iterations: 10000, win probability: 0.0878
For doors: 350, cars: 40, changing door: True, iterations: 10000, win probability: 0.1174
For doors: 350, cars: 40, changing door: False, iterations: 10000, win probability: 0.1119
For doors: 350, cars: 50, changing door: True, iterations: 10000, win probability: 0.1428
For doors: 350, cars: 50, changing door: False, iterations: 10000, win probability: 0.1395
For doors: 350, cars: 60, changing door: True, iterations: 10000, win probability: 0.1742
For doors: 350, cars: 60, changing door: False, iterations: 10000, win probability: 0.1659
For doors: 350, cars: 70, changing door: True, iterations: 10000, win probability: 0.1933
For doors: 350, cars: 70, changing door: False, iterations: 10000, win probability: 0.2011
For doors: 350, cars: 80, changing door: True, iterations: 10000, win probability: 0.2309
For doors: 350, cars: 80, changing door: False, iterations: 10000, win probability: 0.2291
For doors: 350, cars: 90, changing door: True, iterations: 10000, win probability: 0.2544
For doors: 350, cars: 90, changing door: False, iterations: 10000, win probability: 0.2603
For doors: 350, cars: 100, changing door: True, iterations: 10000, win probability: 0.2813
